workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
320,accidental-2,shadow,36.983,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
320,accidental-2,,6.607,,,,,,,introduction,
320,accidental-2,NA,9.192,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.76,slider,followup,
320,accidental-2,wug,4.784,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
320,accidental-2,NA,3.191,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
320,accidental-2,NA,10.296,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
320,accidental-2,just_arrived,8.248,False,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
320,accidental-2,NA,35.414,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I went to a scientific site and saw wugs.,freeform,followup,
417,accidental-2,Jessica,8.241,,botcaptcha,0,"Robert says to Jessica: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Jessica'],freeform,attention,
417,accidental-2,shadow,19.618,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
417,accidental-2,,17.201,,,,,,,introduction,
417,accidental-2,NA,11.286,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.67,slider,followup,
417,accidental-2,dax,5.182,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
417,accidental-2,NA,3.748,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
417,accidental-2,NA,11.316,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
417,accidental-2,just_arrived,6.524,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
417,accidental-2,NA,106.405,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A short animation played with sound as myself and another scientist explored an unknown planet.,freeform,followup,
350,accidental-2,Susan,6.856,,botcaptcha,0,"James says to Susan: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Susan'],freeform,attention,
350,accidental-2,tiger,24.167,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
350,accidental-2,,16.346,,,,,,,introduction,
350,accidental-2,NA,9.564,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.53,slider,followup,
350,accidental-2,wug,5.454,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
350,accidental-2,NA,3.976,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
350,accidental-2,NA,9.293,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
350,accidental-2,just_arrived,8.1,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
350,accidental-2,NA,49.123,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",An elephant experimenter saw a wug and realized it had green feathers. I was asked if all wugs have green feathers and I said no,freeform,followup,
290,accidental-2,Jennifer,7.422,,botcaptcha,0,"Michael says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Jennifer'],freeform,attention,
290,accidental-2,tiger,6.947,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
290,accidental-2,,3.646,,,,,,,introduction,
290,accidental-2,NA,8.401,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.65,slider,followup,
290,accidental-2,wug,3.159,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
290,accidental-2,NA,4.469,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
290,accidental-2,NA,6.132,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
290,accidental-2,just_arrived,6.648,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
290,accidental-2,NA,30.268,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A researcher arrived on an alien planet to investigate the flora and fauna. They discovered a small plant called a ""wug"" which grew flowers with purple petals.",freeform,followup,
423,accidental-2,Mary,12.274,,botcaptcha,0,"John says to Mary: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Mary'],freeform,attention,
423,accidental-2,tiger,14.535,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
423,accidental-2,,11.714,,,,,,,introduction,
423,accidental-2,NA,15.761,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.88,slider,followup,
423,accidental-2,fep,5.626,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
423,accidental-2,NA,3.436,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
423,accidental-2,NA,7.239,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
